"","munic","Processado","Status"
"2118","3516002","Sim","CAR encontrado"
"2119","3515905","Sim","CAR encontrado"
"2120","3515806","Sim","CAR encontrado"
"2121","3515707","Sim","CAR encontrado"
"2122","3515657","Sim","CAR encontrado"
"2123","3515509","Sim","CAR encontrado"
"2124","3515608","Sim","CAR encontrado"
"2125","3515400","Sim","CAR encontrado"
"2126","3515350","Sim","CAR encontrado"
"2127","3515202","Sim","CAR encontrado"
"2128","3515301","Sim","CAR encontrado"
"2129","3557303","Sim","CAR encontrado"
"2130","3515194","Sim","CAR encontrado"
"2131","3515186","Sim","CAR encontrado"
"2132","3515152","Sim","CAR encontrado"
"2133","3515129","Sim","CAR encontrado"
"2134","3515103","Sim","CAR encontrado"
"2135","3515004","Sim","CAR encontrado"
"2136","3514957","Sim","CAR encontrado"
"2137","3514924","Sim","CAR encontrado"
"2138","3514908","Sim","CAR encontrado"
"2139","3514809","Sim","CAR encontrado"
"2140","3514700","Sim","CAR encontrado"
"2141","3514601","Sim","CAR encontrado"
"2142","3514502","Sim","CAR encontrado"
"2143","3514403","Sim","CAR encontrado"
"2144","3514304","Sim","CAR encontrado"
"2145","3514205","Sim","CAR encontrado"
"2146","3514106","Sim","CAR encontrado"
"2147","3514007","Sim","CAR encontrado"
"2148","3513900","Sim","CAR encontrado"
"2149","3513850","Sim","CAR encontrado"
"2150","3513801","Sim","CAR encontrado"
"2151","3513702","Sim","CAR encontrado"
"2152","3513603","Sim","CAR encontrado"
"2153","3513504","Sim","CAR encontrado"
"2154","3513405","Sim","CAR encontrado"
"2155","3513306","Sim","CAR encontrado"
"2156","3513207","Sim","CAR encontrado"
"2157","3513108","Sim","CAR encontrado"
"2158","3513009","Sim","CAR encontrado"
"2159","3512902","Sim","CAR encontrado"
"2160","3512803","Sim","CAR encontrado"
"2161","3512704","Sim","CAR encontrado"
"2162","3512605","Sim","CAR encontrado"
"2163","3512506","Sim","CAR encontrado"
"2164","3512407","Sim","CAR encontrado"
"2165","3512308","Sim","CAR encontrado"
"2166","3512209","Sim","CAR encontrado"
"2167","3512100","Sim","CAR encontrado"
"2168","3512001","Sim","CAR encontrado"
"2169","3511904","Sim","CAR encontrado"
"2170","3557204","Sim","CAR encontrado"
"2171","3511706","Sim","CAR encontrado"
"2172","3511607","Sim","CAR encontrado"
"2173","3511508","Sim","CAR encontrado"
"2174","3511409","Sim","CAR encontrado"
"2175","3511300","Sim","CAR encontrado"
"2176","3511201","Sim","CAR encontrado"
"2177","3511102","Sim","CAR encontrado"
"2178","3511003","Sim","CAR encontrado"
"2179","3510906","Sim","CAR encontrado"
"2180","3510807","Sim","CAR encontrado"
"2181","3510708","Sim","CAR encontrado"
"2182","3510609","Sim","CAR NÃo encontrado"
"2183","3510500","Sim","CAR encontrado"
"2184","3510401","Sim","CAR encontrado"
"2185","3510302","Sim","CAR encontrado"
"2186","3510203","Sim","CAR encontrado"
"2187","3510153","Sim","CAR encontrado"
"2188","3510104","Sim","CAR encontrado"
"2189","3510005","Sim","CAR encontrado"
"2190","3509957","Sim","CAR encontrado"
"2191","3509908","Sim","CAR encontrado"
"2192","3509809","Sim","CAR encontrado"
"2193","3509700","Sim","CAR encontrado"
"2194","3509601","Sim","CAR encontrado"
"2195","3509502","Sim","CAR encontrado"
"2196","3509452","Sim","CAR encontrado"
"2197","3509403","Sim","CAR encontrado"
"2198","3509304","Sim","CAR encontrado"
"2199","3509254","Sim","CAR encontrado"
"2200","3509205","Sim","CAR encontrado"
"2201","3509106","Sim","CAR encontrado"
"2202","3509007","Sim","CAR encontrado"
"2203","3508900","Sim","CAR encontrado"
"2204","3508801","Sim","CAR encontrado"
"2205","3508702","Sim","CAR encontrado"
"2206","3508603","Sim","CAR encontrado"
"2207","3508504","Sim","CAR encontrado"
"2208","3508405","Sim","CAR encontrado"
"2209","3508306","Sim","CAR encontrado"
"2210","3508207","Sim","CAR encontrado"
"2211","3508108","Sim","CAR encontrado"
"2212","3508009","Sim","CAR encontrado"
"2213","3507902","Sim","CAR encontrado"
"2214","3507803","Sim","CAR encontrado"
"2215","3507753","Sim","CAR encontrado"
"2216","3507704","Sim","CAR encontrado"
"2217","3507605","Sim","CAR encontrado"
"2218","3507506","Sim","CAR encontrado"
"2219","3507456","Sim","CAR encontrado"
"2220","3507407","Sim","CAR encontrado"
"2221","3507308","Sim","CAR encontrado"
"2222","3507209","Sim","CAR encontrado"
"2223","3507159","Sim","CAR encontrado"
"2224","3507100","Sim","CAR encontrado"
"2225","3507001","Sim","CAR encontrado"
"2226","3506904","Sim","CAR encontrado"
"2227","3506805","Sim","CAR encontrado"
"2228","3506706","Sim","CAR encontrado"
"2229","3506607","Sim","CAR encontrado"
"2230","3506508","Sim","CAR encontrado"
"2231","3506409","Sim","CAR encontrado"
"2232","3506359","Sim","CAR encontrado"
"2233","3506300","Sim","CAR encontrado"
"2234","3506201","Sim","CAR encontrado"
"2235","3506102","Sim","CAR encontrado"
"2236","3506003","Sim","CAR encontrado"
"2237","3505906","Sim","CAR encontrado"
"2238","3505807","Sim","CAR encontrado"
"2239","3505708","Sim","CAR encontrado"
"2240","3505609","Sim","CAR encontrado"
"2241","3505500","Sim","CAR encontrado"
"2242","3505401","Sim","CAR encontrado"
"2243","3505351","Sim","CAR encontrado"
"2244","3505302","Sim","CAR encontrado"
"2245","3505203","Sim","CAR encontrado"
"2246","3505104","Sim","CAR encontrado"
"2247","3505005","Sim","CAR encontrado"
"2248","3504909","Sim","CAR encontrado"
"2249","3504800","Sim","CAR encontrado"
"2250","3504701","Sim","CAR encontrado"
"2251","3504602","Sim","CAR encontrado"
"2252","3504503","Sim","CAR encontrado"
"2253","3504404","Sim","CAR encontrado"
"2254","3504305","Sim","CAR encontrado"
"2255","3504206","Sim","CAR encontrado"
"2256","3504107","Sim","CAR encontrado"
"2257","3504008","Sim","CAR encontrado"
"2258","3503950","Sim","CAR encontrado"
"2259","3503901","Sim","CAR encontrado"
"2260","3503802","Sim","CAR encontrado"
"2261","3503703","Sim","CAR encontrado"
"2262","3503604","Sim","CAR encontrado"
"2263","3503505","Sim","CAR encontrado"
"2264","3503406","Sim","CAR encontrado"
"2265","3503356","Sim","CAR encontrado"
"2266","3503307","Sim","CAR encontrado"
"2267","3503208","Sim","CAR encontrado"
"2268","3503158","Sim","CAR encontrado"
"2269","3503109","Sim","CAR encontrado"
"2270","3503000","Sim","CAR encontrado"
"2271","3502903","Sim","CAR encontrado"
"2272","3502804","Sim","CAR encontrado"
"2273","3502754","Sim","CAR encontrado"
"2274","3502705","Sim","CAR encontrado"
"2275","3502606","Sim","CAR encontrado"
"2276","3502507","Sim","CAR encontrado"
"2277","3502408","Sim","CAR encontrado"
"2278","3502309","Sim","CAR encontrado"
"2279","3502200","Sim","CAR encontrado"
"2280","3502101","Sim","CAR encontrado"
"2281","3502002","Sim","CAR encontrado"
"2282","3501905","Sim","CAR encontrado"
"2283","3501806","Sim","CAR encontrado"
"2284","3501707","Sim","CAR encontrado"
"2285","3501608","Sim","CAR encontrado"
"2286","3501509","Sim","CAR encontrado"
"2287","3501400","Sim","CAR encontrado"
"2288","3501301","Sim","CAR encontrado"
"2289","3501202","Sim","CAR encontrado"
"2290","3501152","Sim","CAR encontrado"
"2291","3501103","Sim","CAR encontrado"
"2292","3501004","Sim","CAR encontrado"
"2293","3500907","Sim","CAR encontrado"
"2294","3500808","Sim","CAR encontrado"
"2295","3500758","Sim","CAR encontrado"
"2296","3500709","Sim","CAR encontrado"
"2297","3500600","Sim","CAR encontrado"
"2298","3500550","Sim","CAR encontrado"
"2299","3500501","Sim","CAR encontrado"
"2300","3500402","Sim","CAR encontrado"
"2301","3500303","Sim","CAR encontrado"
"2302","3500204","Sim","CAR encontrado"
"2303","3500105","Sim","CAR encontrado"
"2304","3306305","Sim","CAR encontrado"
"2305","3306206","Sim","CAR encontrado"
"2306","3306156","Sim","CAR encontrado"
"2307","3306107","Sim","CAR encontrado"
"2308","3306008","Sim","CAR encontrado"
"2309","3305901","Sim","CAR encontrado"
"2310","3305802","Sim","CAR encontrado"
"2311","3305752","Sim","CAR encontrado"
"2312","3305703","Sim","CAR encontrado"
"2313","3305604","Sim","CAR encontrado"
"2314","3305554","Sim","CAR encontrado"
"2315","3305505","Sim","CAR encontrado"
"2316","3305406","Sim","CAR encontrado"
"2317","3305307","Sim","CAR encontrado"
"2318","3305208","Sim","CAR encontrado"
"2319","3305158","Sim","CAR encontrado"
"2320","3305133","Sim","CAR encontrado"
"2321","3305109","Sim","CAR NÃo encontrado"
"2322","3305000","Sim","CAR encontrado"
"2323","3304904","Sim","CAR encontrado"
"2324","3304755","Sim","CAR encontrado"
"2325","3304805","Sim","CAR encontrado"
"2326","3304706","Sim","CAR encontrado"
"2327","3304607","Sim","CAR encontrado"
"2328","3304557","Sim","CAR encontrado"
"2329","3304524","Sim","CAR encontrado"
"2330","3304508","Sim","CAR encontrado"
"2331","3304409","Sim","CAR encontrado"
"2332","3304300","Sim","CAR encontrado"
"2333","3304201","Sim","CAR encontrado"
"2334","3304151","Sim","CAR encontrado"
"2335","3304144","Sim","CAR encontrado"
"2336","3304128","Sim","CAR encontrado"
"2337","3304110","Sim","CAR encontrado"
"2338","3304102","Sim","CAR encontrado"
"2339","3304003","Sim","CAR encontrado"
"2340","3303955","Sim","CAR encontrado"
"2341","3303906","Sim","CAR encontrado"
"2342","3303856","Sim","CAR encontrado"
"2343","3303807","Sim","CAR encontrado"
"2344","3303708","Sim","CAR encontrado"
"2345","3303609","Sim","CAR encontrado"
"2346","3303500","Sim","CAR encontrado"
"2347","3303401","Sim","CAR encontrado"
"2348","3303302","Sim","CAR encontrado"
"2349","3303203","Sim","CAR NÃo encontrado"
"2350","3303104","Sim","CAR encontrado"
"2351","3303005","Sim","CAR encontrado"
"2352","3302908","Sim","CAR encontrado"
"2353","3302858","Sim","CAR encontrado"
"2354","3302809","Sim","CAR encontrado"
"2355","3302700","Sim","CAR encontrado"
"2356","3302601","Sim","CAR encontrado"
"2357","3302502","Sim","CAR encontrado"
"2358","3302452","Sim","CAR encontrado"
"2359","3302403","Sim","CAR encontrado"
"2360","3302304","Sim","CAR encontrado"
"2361","3302270","Sim","CAR encontrado"
"2362","3302254","Sim","CAR encontrado"
"2363","3302205","Sim","CAR encontrado"
"2364","3302106","Sim","CAR encontrado"
"2365","3302056","Sim","CAR encontrado"
"2366","3302007","Sim","CAR encontrado"
"2367","3301900","Sim","CAR encontrado"
"2368","3301876","Sim","CAR encontrado"
"2369","3301850","Sim","CAR encontrado"
"2370","3301801","Sim","CAR encontrado"
"2371","3301702","Sim","CAR encontrado"
"2372","3301603","Sim","CAR encontrado"
"2373","3301504","Sim","CAR encontrado"
"2374","3301405","Sim","CAR encontrado"
"2375","3300951","Sim","CAR encontrado"
"2376","3301306","Sim","CAR encontrado"
"2377","3301207","Sim","CAR encontrado"
"2378","3301157","Sim","CAR encontrado"
"2379","3300936","Sim","CAR encontrado"
"2380","3301108","Sim","CAR encontrado"
"2381","3301009","Sim","CAR encontrado"
"2382","3300902","Sim","CAR encontrado"
"2383","3300803","Sim","CAR encontrado"
"2384","3300704","Sim","CAR encontrado"
"2385","3300605","Sim","CAR encontrado"
"2386","3300506","Sim","CAR encontrado"
"2387","3300456","Sim","CAR encontrado"
"2388","3300407","Sim","CAR encontrado"
"2389","3300308","Sim","CAR encontrado"
"2390","3300258","Sim","CAR encontrado"
"2391","3300233","Sim","CAR encontrado"
"2392","3300225","Sim","CAR encontrado"
"2393","3300209","Sim","CAR encontrado"
"2394","3300159","Sim","CAR encontrado"
"2395","3300100","Sim","CAR encontrado"
"2396","3205309","Sim","CAR encontrado"
"2397","3205200","Sim","CAR encontrado"
"2398","3205176","Sim","CAR encontrado"
"2399","3205150","Sim","CAR encontrado"
"2400","3205101","Sim","CAR encontrado"
"2401","3205069","Sim","CAR encontrado"
"2402","3205036","Sim","CAR encontrado"
"2403","3205010","Sim","CAR encontrado"
"2404","3205002","Sim","CAR encontrado"
"2405","3204955","Sim","CAR encontrado"
"2406","3204906","Sim","CAR encontrado"
"2407","3204807","Sim","CAR encontrado"
"2408","3204708","Sim","CAR encontrado"
"2409","3204658","Sim","CAR encontrado"
"2410","3204609","Sim","CAR encontrado"
"2411","3204559","Sim","CAR encontrado"
"2412","3204500","Sim","CAR encontrado"
"2413","3204401","Sim","CAR encontrado"
"2414","3204351","Sim","CAR encontrado"
"2415","3204302","Sim","CAR encontrado"
"2416","3204252","Sim","CAR encontrado"
"2417","3204203","Sim","CAR encontrado"
"2418","3204104","Sim","CAR encontrado"
"2419","3204054","Sim","CAR encontrado"
"2420","3204005","Sim","CAR encontrado"
"2421","3203908","Sim","CAR encontrado"
"2422","3203809","Sim","CAR encontrado"
"2423","3203700","Sim","CAR encontrado"
"2424","3203601","Sim","CAR encontrado"
"2425","3203502","Sim","CAR encontrado"
"2426","3203403","Sim","CAR encontrado"
"2427","3203353","Sim","CAR encontrado"
"2428","3203346","Sim","CAR encontrado"
"2429","3203320","Sim","CAR encontrado"
"2430","3203304","Sim","CAR encontrado"
"2431","3203205","Sim","CAR encontrado"
"2432","3203163","Sim","CAR encontrado"
"2433","3203130","Sim","CAR encontrado"
"2434","3203106","Sim","CAR encontrado"
"2435","3203056","Sim","CAR encontrado"
"2436","3203007","Sim","CAR encontrado"
"2437","3202900","Sim","CAR encontrado"
"2438","3202801","Sim","CAR encontrado"
"2439","3202702","Sim","CAR encontrado"
"2440","3202652","Sim","CAR encontrado"
"2441","3202603","Sim","CAR encontrado"
"2442","3202553","Sim","CAR encontrado"
"2443","3202504","Sim","CAR encontrado"
"2444","3202454","Sim","CAR encontrado"
"2445","3202405","Sim","CAR encontrado"
"2446","3202306","Sim","CAR encontrado"
"2447","3202256","Sim","CAR encontrado"
"2448","3202207","Sim","CAR encontrado"
"2449","3202108","Sim","CAR encontrado"
"2450","3202009","Sim","CAR encontrado"
"2451","3201902","Sim","CAR encontrado"
"2452","3201803","Sim","CAR encontrado"
"2453","3201704","Sim","CAR encontrado"
"2454","3201605","Sim","CAR encontrado"
"2455","3201506","Sim","CAR encontrado"
"2456","3201407","Sim","CAR encontrado"
"2457","3201308","Sim","CAR encontrado"
"2458","3201209","Sim","CAR encontrado"
"2459","3201159","Sim","CAR encontrado"
"2460","3201100","Sim","CAR encontrado"
"2461","3201001","Sim","CAR encontrado"
"2462","3200904","Sim","CAR encontrado"
"2463","3200805","Sim","CAR encontrado"
"2464","3200706","Sim","CAR encontrado"
"2465","3200607","Sim","CAR encontrado"
"2466","3200508","Sim","CAR encontrado"
"2467","3200409","Sim","CAR encontrado"
"2468","3200359","Sim","CAR encontrado"
"2469","3200300","Sim","CAR encontrado"
"2470","3200201","Sim","CAR encontrado"
"2471","3200136","Sim","CAR encontrado"
"2472","3200169","Sim","CAR encontrado"
"2473","3200102","Sim","CAR encontrado"
"2474","3172202","Sim","CAR encontrado"
"2475","3172103","Sim","CAR encontrado"
"2476","3172004","Sim","CAR encontrado"
"2477","3171907","Sim","CAR encontrado"
"2478","3171808","Sim","CAR encontrado"
"2479","3171709","Sim","CAR encontrado"
"2480","3171600","Sim","CAR encontrado"
"2481","3171402","Sim","CAR encontrado"
"2482","3171303","Sim","CAR encontrado"
"2483","3171204","Sim","CAR NÃo encontrado"
"2484","3171154","Sim","CAR encontrado"
"2485","3171105","Sim","CAR encontrado"
"2486","3171071","Sim","CAR encontrado"
"2487","3171030","Sim","CAR encontrado"
"2488","3171006","Sim","CAR encontrado"
"2489","3170909","Sim","CAR encontrado"
"2490","3170800","Sim","CAR encontrado"
"2491","3170750","Sim","CAR encontrado"
"2492","3170701","Sim","CAR encontrado"
"2493","3170651","Sim","CAR encontrado"
"2494","3170602","Sim","CAR encontrado"
"2495","3170578","Sim","CAR NÃo encontrado"
"2496","3170529","Sim","CAR encontrado"
"2497","3170503","Sim","CAR encontrado"
"2498","3170479","Sim","CAR encontrado"
"2499","3170438","Sim","CAR encontrado"
"2500","3170404","Sim","CAR encontrado"
"2501","3170305","Sim","CAR encontrado"
"2502","3170206","Sim","CAR encontrado"
"2503","3170107","Sim","CAR encontrado"
"2504","3170057","Sim","CAR encontrado"
"2505","3170008","Sim","CAR encontrado"
"2506","3169901","Sim","CAR encontrado"
"2507","3169802","Sim","CAR encontrado"
"2508","3169703","Sim","CAR encontrado"
"2509","3169604","Sim","CAR encontrado"
"2510","3169505","Sim","CAR encontrado"
"2511","3169406","Sim","CAR encontrado"
"2512","3169356","Sim","CAR encontrado"
"2513","3169307","Sim","CAR encontrado"
"2514","3169208","Sim","CAR encontrado"
"2515","3169109","Sim","CAR encontrado"
"2516","3169059","Sim","CAR encontrado"
"2517","3169000","Sim","CAR encontrado"
"2518","3168903","Sim","CAR encontrado"
"2519","3168804","Sim","CAR encontrado"
"2520","3168705","Sim","CAR encontrado"
"2521","3168606","Sim","CAR encontrado"
"2522","3168507","Sim","CAR encontrado"
"2523","3168408","Sim","CAR encontrado"
"2524","3168309","Sim","CAR encontrado"
"2525","3168200","Sim","CAR encontrado"
"2526","3168101","Sim","CAR encontrado"
"2527","3168051","Sim","CAR encontrado"
"2528","3168002","Sim","CAR encontrado"
"2529","3167905","Sim","CAR encontrado"
"2530","3167806","Sim","CAR encontrado"
"2531","3167707","Sim","CAR encontrado"
"2532","3167608","Sim","CAR encontrado"
"2533","3167509","Sim","CAR encontrado"
"2534","3167400","Sim","CAR encontrado"
"2535","3167301","Sim","CAR encontrado"
"2536","3165552","Sim","CAR encontrado"
"2537","3167202","Sim","CAR encontrado"
"2538","3167103","Sim","CAR encontrado"
"2539","3167004","Sim","CAR encontrado"
"2540","3166956","Sim","CAR encontrado"
"2541","3166907","Sim","CAR encontrado"
"2542","3166709","Sim","CAR encontrado"
"2543","3166808","Sim","CAR encontrado"
"2544","3166600","Sim","CAR encontrado"
"2545","3166501","Sim","CAR encontrado"
"2546","3166402","Sim","CAR encontrado"
"2547","3166303","Sim","CAR encontrado"
"2548","3166204","Sim","CAR encontrado"
"2549","3166105","Sim","CAR encontrado"
"2550","3166006","Sim","CAR encontrado"
"2551","3165909","Sim","CAR encontrado"
"2552","3165800","Sim","CAR encontrado"
"2553","3165701","Sim","CAR encontrado"
"2554","3165602","Sim","CAR encontrado"
"2555","3165578","Sim","CAR encontrado"
"2556","3165560","Sim","CAR encontrado"
"2557","3165537","Sim","CAR encontrado"
"2558","3165503","Sim","CAR encontrado"
"2559","3165404","Sim","CAR encontrado"
"2560","3165305","Sim","CAR encontrado"
"2561","3165107","Sim","CAR encontrado"
"2562","3165008","Sim","CAR encontrado"
"2563","3165206","Sim","CAR encontrado"
"2564","3164902","Sim","CAR encontrado"
"2565","3164803","Sim","CAR encontrado"
"2566","3164704","Sim","CAR encontrado"
"2567","3164605","Sim","CAR encontrado"
"2568","3164506","Sim","CAR encontrado"
"2569","3164472","Sim","CAR encontrado"
"2570","3164431","Sim","CAR encontrado"
"2571","3164407","Sim","CAR encontrado"
"2572","3164308","Sim","CAR encontrado"
"2573","3164209","Sim","CAR encontrado"
"2574","3164001","Sim","CAR encontrado"
"2575","3164100","Sim","CAR encontrado"
"2576","3163904","Sim","CAR encontrado"
"2577","3163805","Sim","CAR encontrado"
